sk_fato,data_referencia,sk_indicador,valor,preenchido,vigencia_inicio,vigencia_fim,registro_atual
881,2024-04-15,2,5.1804,False,2026-05-28 18:52:28.093221,,True
882,2024-04-15,2,5.174,False,2026-05-28 18:52:28.093221,,True
883,2024-04-15,3,5.4873,False,2026-05-28 18:52:28.093221,,True
884,2024-04-15,3,5.5103,False,2026-05-28 18:52:28.093221,,True
885,2024-04-15,3,5.5052,False,2026-05-28 18:52:28.093221,,True
886,2024-04-15,3,5.5135,False,2026-05-28 18:52:28.093221,,True
887,2024-04-15,3,5.5067,False,2026-05-28 18:52:28.093221,,True
888,2024-04-16,1,0.040168,False,2026-05-28 18:52:28.093221,,True
889,2024-04-16,2,5.2628,False,2026-05-28 18:52:28.093221,,True
890,2024-04-16,2,5.2687,False,2026-05-28 18:52:28.093221,,True
891,2024-04-16,2,5.2818,False,2026-05-28 18:52:28.093221,,True
892,2024-04-16,2,5.2613,False,2026-05-28 18:52:28.093221,,True
893,2024-04-16,2,5.2395,False,2026-05-28 18:52:28.093221,,True
894,2024-04-16,3,5.5923,False,2026-05-28 18:52:28.093221,,True
895,2024-04-16,3,5.5985,False,2026-05-28 18:52:28.093221,,True
896,2024-04-16,3,5.6146,False,2026-05-28 18:52:28.093221,,True
897,2024-04-16,3,5.5917,False,2026-05-28 18:52:28.093221,,True
898,2024-04-16,3,5.5738,False,2026-05-28 18:52:28.093221,,True
899,2024-04-17,1,0.040168,False,2026-05-28 18:52:28.093221,,True
900,2024-04-17,2,5.258,False,2026-05-28 18:52:28.093221,,True
901,2024-04-17,2,5.2454,False,2026-05-28 18:52:28.093221,,True
902,2024-04-17,2,5.2359,False,2026-05-28 18:52:28.093221,,True
903,2024-04-17,2,5.2459,False,2026-05-28 18:52:28.093221,,True
904,2024-04-17,2,5.2463,False,2026-05-28 18:52:28.093221,,True
905,2024-04-17,3,5.5903,False,2026-05-28 18:52:28.093221,,True
906,2024-04-17,3,5.5822,False,2026-05-28 18:52:28.093221,,True
907,2024-04-17,3,5.5689,False,2026-05-28 18:52:28.093221,,True
908,2024-04-17,3,5.5832,False,2026-05-28 18:52:28.093221,,True
909,2024-04-17,3,5.5836,False,2026-05-28 18:52:28.093221,,True
910,2024-04-18,1,0.040168,False,2026-05-28 18:52:28.093221,,True
911,2024-04-18,2,5.2506,False,2026-05-28 18:52:28.093221,,True
912,2024-04-18,2,5.2608,False,2026-05-28 18:52:28.093221,,True
913,2024-04-18,2,5.2389,False,2026-05-28 18:52:28.093221,,True
914,2024-04-18,2,5.2489,False,2026-05-28 18:52:28.093221,,True
915,2024-04-18,2,5.2538,False,2026-05-28 18:52:28.093221,,True
916,2024-04-18,3,5.5966,False,2026-05-28 18:52:28.093221,,True
917,2024-04-18,3,5.6075,False,2026-05-28 18:52:28.093221,,True
918,2024-04-18,3,5.5789,False,2026-05-28 18:52:28.093221,,True
919,2024-04-18,3,5.5964,False,2026-05-28 18:52:28.093221,,True
920,2024-04-18,3,5.5963,False,2026-05-28 18:52:28.093221,,True
921,2024-04-19,1,0.040168,False,2026-05-28 18:52:28.093221,,True
922,2024-04-19,2,5.2505,False,2026-05-28 18:52:28.093221,,True
923,2024-04-19,2,5.2334,False,2026-05-28 18:52:28.093221,,True
924,2024-04-19,2,5.2124,False,2026-05-28 18:52:28.093221,,True
925,2024-04-19,2,5.2089,False,2026-05-28 18:52:28.093221,,True
926,2024-04-19,2,5.2263,False,2026-05-28 18:52:28.093221,,True
927,2024-04-19,3,5.5997,False,2026-05-28 18:52:28.093221,,True
928,2024-04-19,3,5.5809,False,2026-05-28 18:52:28.093221,,True
929,2024-04-19,3,5.5606,False,2026-05-28 18:52:28.093221,,True
930,2024-04-19,3,5.5496,False,2026-05-28 18:52:28.093221,,True
931,2024-04-19,3,5.5681,False,2026-05-28 18:52:28.093221,,True
932,2024-04-20,1,0.040168,True,2026-05-28 18:52:28.093221,,True
933,2024-04-20,2,5.2263,True,2026-05-28 18:52:28.093221,,True
934,2024-04-20,3,5.5681,True,2026-05-28 18:52:28.093221,,True
935,2024-04-21,1,0.040168,True,2026-05-28 18:52:28.093221,,True
936,2024-04-21,2,5.2263,True,2026-05-28 18:52:28.093221,,True
937,2024-04-21,3,5.5681,True,2026-05-28 18:52:28.093221,,True
938,2024-04-22,1,0.040168,False,2026-05-28 18:52:28.093221,,True
939,2024-04-22,2,5.2037,False,2026-05-28 18:52:28.093221,,True
940,2024-04-22,2,5.2141,False,2026-05-28 18:52:28.093221,,True
941,2024-04-22,2,5.2113,False,2026-05-28 18:52:28.093221,,True
942,2024-04-22,2,5.1957,False,2026-05-28 18:52:28.093221,,True
943,2024-04-22,2,5.1937,False,2026-05-28 18:52:28.093221,,True
944,2024-04-22,3,5.5399,False,2026-05-28 18:52:28.093221,,True
945,2024-04-22,3,5.5468,False,2026-05-28 18:52:28.093221,,True
946,2024-04-22,3,5.5412,False,2026-05-28 18:52:28.093221,,True
947,2024-04-22,3,5.5298,False,2026-05-28 18:52:28.093221,,True
948,2024-04-22,3,5.5292,False,2026-05-28 18:52:28.093221,,True
949,2024-04-23,1,0.040168,False,2026-05-28 18:52:28.093221,,True
950,2024-04-23,2,5.1551,False,2026-05-28 18:52:28.093221,,True
951,2024-04-23,2,5.1515,False,2026-05-28 18:52:28.093221,,True
952,2024-04-23,2,5.1846,False,2026-05-28 18:52:28.093221,,True
953,2024-04-23,2,5.1566,False,2026-05-28 18:52:28.093221,,True
954,2024-04-23,2,5.162,False,2026-05-28 18:52:28.093221,,True
955,2024-04-23,3,5.5144,False,2026-05-28 18:52:28.093221,,True
956,2024-04-23,3,5.5085,False,2026-05-28 18:52:28.093221,,True
957,2024-04-23,3,5.532,False,2026-05-28 18:52:28.093221,,True
958,2024-04-23,3,5.517,False,2026-05-28 18:52:28.093221,,True
959,2024-04-23,3,5.5197,False,2026-05-28 18:52:28.093221,,True
960,2024-04-24,1,0.040168,False,2026-05-28 18:52:28.093221,,True
961,2024-04-24,2,5.1586,False,2026-05-28 18:52:28.093221,,True
962,2024-04-24,2,5.1626,False,2026-05-28 18:52:28.093221,,True
963,2024-04-24,2,5.1585,False,2026-05-28 18:52:28.093221,,True
964,2024-04-24,2,5.1581,False,2026-05-28 18:52:28.093221,,True
965,2024-04-24,2,5.155,False,2026-05-28 18:52:28.093221,,True
966,2024-04-24,3,5.5114,False,2026-05-28 18:52:28.093221,,True
967,2024-04-24,3,5.5173,False,2026-05-28 18:52:28.093221,,True
968,2024-04-24,3,5.5113,False,2026-05-28 18:52:28.093221,,True
969,2024-04-24,3,5.5145,False,2026-05-28 18:52:28.093221,,True
970,2024-04-24,3,5.5086,False,2026-05-28 18:52:28.093221,,True
971,2024-04-25,1,0.040168,False,2026-05-28 18:52:28.093221,,True
972,2024-04-25,2,5.1642,False,2026-05-28 18:52:28.093221,,True
973,2024-04-25,2,5.1711,False,2026-05-28 18:52:28.093221,,True
974,2024-04-25,2,5.1695,False,2026-05-28 18:52:28.093221,,True
975,2024-04-25,2,5.1643,False,2026-05-28 18:52:28.093221,,True
976,2024-04-25,2,5.1673,False,2026-05-28 18:52:28.093221,,True
977,2024-04-25,3,5.5216,False,2026-05-28 18:52:28.093221,,True
978,2024-04-25,3,5.5331,False,2026-05-28 18:52:28.093221,,True
979,2024-04-25,3,5.5365,False,2026-05-28 18:52:28.093221,,True
980,2024-04-25,3,5.5351,False,2026-05-28 18:52:28.093221,,True
981,2024-04-25,3,5.5383,False,2026-05-28 18:52:28.093221,,True
982,2024-04-26,1,0.040168,False,2026-05-28 18:52:28.093221,,True
983,2024-04-26,2,5.1178,False,2026-05-28 18:52:28.093221,,True
984,2024-04-26,2,5.1145,False,2026-05-28 18:52:28.093221,,True
985,2024-04-26,2,5.121,False,2026-05-28 18:52:28.093221,,True
986,2024-04-26,2,5.1143,False,2026-05-28 18:52:28.093221,,True
987,2024-04-26,2,5.1212,False,2026-05-28 18:52:28.093221,,True
988,2024-04-26,3,5.4684,False,2026-05-28 18:52:28.093221,,True
989,2024-04-26,3,5.4648,False,2026-05-28 18:52:28.093221,,True
990,2024-04-26,3,5.4682,False,2026-05-28 18:52:28.093221,,True
991,2024-04-26,3,5.4759,False,2026-05-28 18:52:28.093221,,True
992,2024-04-26,3,5.4879,False,2026-05-28 18:52:28.093221,,True
993,2024-04-27,1,0.040168,True,2026-05-28 18:52:28.093221,,True
994,2024-04-27,2,5.1212,True,2026-05-28 18:52:28.093221,,True
995,2024-04-27,3,5.4879,True,2026-05-28 18:52:28.093221,,True
996,2024-04-28,1,0.040168,True,2026-05-28 18:52:28.093221,,True
997,2024-04-28,2,5.1212,True,2026-05-28 18:52:28.093221,,True
998,2024-04-28,3,5.4879,True,2026-05-28 18:52:28.093221,,True
999,2024-04-29,1,0.040168,False,2026-05-28 18:52:28.093221,,True
1000,2024-04-29,2,5.1158,False,2026-05-28 18:52:28.093221,,True
1001,2024-04-29,2,5.1123,False,2026-05-28 18:52:28.093221,,True
1002,2024-04-29,2,5.1128,False,2026-05-28 18:52:28.093221,,True
1003,2024-04-29,2,5.1187,False,2026-05-28 18:52:28.093221,,True
1004,2024-04-29,2,5.1149,False,2026-05-28 18:52:28.093221,,True
1005,2024-04-29,3,5.4754,False,2026-05-28 18:52:28.093221,,True
1006,2024-04-29,3,5.4691,False,2026-05-28 18:52:28.093221,,True
1007,2024-04-29,3,5.4763,False,2026-05-28 18:52:28.093221,,True
1008,2024-04-29,3,5.4842,False,2026-05-28 18:52:28.093221,,True
1009,2024-04-29,3,5.4801,False,2026-05-28 18:52:28.093221,,True
1010,2024-04-30,1,0.040168,False,2026-05-28 18:52:28.093221,,True
1011,2024-04-30,2,5.1712,False,2026-05-28 18:52:28.093221,,True
1012,2024-04-30,2,5.1784,False,2026-05-28 18:52:28.093221,,True
1013,2024-04-30,2,5.1828,False,2026-05-28 18:52:28.093221,,True
1014,2024-04-30,2,5.1731,False,2026-05-28 18:52:28.093221,,True
1015,2024-04-30,2,5.1506,False,2026-05-28 18:52:28.093221,,True
1016,2024-04-30,3,5.5244,False,2026-05-28 18:52:28.093221,,True
1017,2024-04-30,3,5.5321,False,2026-05-28 18:52:28.093221,,True
1018,2024-04-30,3,5.5404,False,2026-05-28 18:52:28.093221,,True
1019,2024-04-30,3,5.5378,False,2026-05-28 18:52:28.093221,,True
1020,2024-04-30,3,5.5106,False,2026-05-28 18:52:28.093221,,True
1021,2024-05-01,1,0.040168,True,2026-05-28 18:52:28.093221,,True
1022,2024-05-01,2,5.1506,True,2026-05-28 18:52:28.093221,,True
1023,2024-05-01,3,5.5106,True,2026-05-28 18:52:28.093221,,True
1024,2024-05-02,1,0.040168,False,2026-05-28 18:52:28.093221,,True
1025,2024-05-02,2,5.1338,False,2026-05-28 18:52:28.093221,,True
1026,2024-05-02,2,5.1109,False,2026-05-28 18:52:28.093221,,True
1027,2024-05-02,2,5.1133,False,2026-05-28 18:52:28.093221,,True
1028,2024-05-02,2,5.1131,False,2026-05-28 18:52:28.093221,,True
1029,2024-05-02,2,5.1178,False,2026-05-28 18:52:28.093221,,True
1030,2024-05-02,3,5.4921,False,2026-05-28 18:52:28.093221,,True
1031,2024-05-02,3,5.4605,False,2026-05-28 18:52:28.093221,,True
1032,2024-05-02,3,5.4651,False,2026-05-28 18:52:28.093221,,True
1033,2024-05-02,3,5.4726,False,2026-05-28 18:52:28.093221,,True
1034,2024-05-02,3,5.4776,False,2026-05-28 18:52:28.093221,,True
1035,2024-05-03,1,0.040168,False,2026-05-28 18:52:28.093221,,True
1036,2024-05-03,2,5.0662,False,2026-05-28 18:52:28.093221,,True
1037,2024-05-03,2,5.0692,False,2026-05-28 18:52:28.093221,,True
1038,2024-05-03,2,5.0703,False,2026-05-28 18:52:28.093221,,True
1039,2024-05-03,2,5.0688,False,2026-05-28 18:52:28.093221,,True
1040,2024-05-03,2,5.0565,False,2026-05-28 18:52:28.093221,,True
1041,2024-05-03,3,5.4558,False,2026-05-28 18:52:28.093221,,True
1042,2024-05-03,3,5.459,False,2026-05-28 18:52:28.093221,,True
1043,2024-05-03,3,5.4577,False,2026-05-28 18:52:28.093221,,True
1044,2024-05-03,3,5.4621,False,2026-05-28 18:52:28.093221,,True
1045,2024-05-03,3,5.457,False,2026-05-28 18:52:28.093221,,True
1046,2024-05-04,1,0.040168,True,2026-05-28 18:52:28.093221,,True
1047,2024-05-04,2,5.0565,True,2026-05-28 18:52:28.093221,,True
1048,2024-05-04,3,5.457,True,2026-05-28 18:52:28.093221,,True
1049,2024-05-05,1,0.040168,True,2026-05-28 18:52:28.093221,,True
1050,2024-05-05,2,5.0565,True,2026-05-28 18:52:28.093221,,True
1051,2024-05-05,3,5.457,True,2026-05-28 18:52:28.093221,,True
1052,2024-05-06,1,0.040168,False,2026-05-28 18:52:28.093221,,True
1053,2024-05-06,2,5.0813,False,2026-05-28 18:52:28.093221,,True
1054,2024-05-06,2,5.0724,False,2026-05-28 18:52:28.093221,,True
1055,2024-05-06,2,5.0698,False,2026-05-28 18:52:28.093221,,True
1056,2024-05-06,2,5.0648,False,2026-05-28 18:52:28.093221,,True
1057,2024-05-06,2,5.0721,False,2026-05-28 18:52:28.093221,,True
1058,2024-05-06,3,5.4802,False,2026-05-28 18:52:28.093221,,True
1059,2024-05-06,3,5.4711,False,2026-05-28 18:52:28.093221,,True
1060,2024-05-06,3,5.4652,False,2026-05-28 18:52:28.093221,,True
1061,2024-05-06,3,5.4583,False,2026-05-28 18:52:28.093221,,True
1062,2024-05-06,3,5.4662,False,2026-05-28 18:52:28.093221,,True
1063,2024-05-07,1,0.040168,False,2026-05-28 18:52:28.093221,,True
1064,2024-05-07,2,5.0604,False,2026-05-28 18:52:28.093221,,True
1065,2024-05-07,2,5.0668,False,2026-05-28 18:52:28.093221,,True
1066,2024-05-07,2,5.0678,False,2026-05-28 18:52:28.093221,,True
1067,2024-05-07,2,5.0563,False,2026-05-28 18:52:28.093221,,True
1068,2024-05-07,2,5.0508,False,2026-05-28 18:52:28.093221,,True
1069,2024-05-07,3,5.4475,False,2026-05-28 18:52:28.093221,,True
1070,2024-05-07,3,5.4544,False,2026-05-28 18:52:28.093221,,True
1071,2024-05-07,3,5.4626,False,2026-05-28 18:52:28.093221,,True
1072,2024-05-07,3,5.4477,False,2026-05-28 18:52:28.093221,,True
1073,2024-05-07,3,5.4427,False,2026-05-28 18:52:28.093221,,True
1074,2024-05-08,1,0.040168,False,2026-05-28 18:52:28.093221,,True
1075,2024-05-08,2,5.1034,False,2026-05-28 18:52:28.093221,,True
1076,2024-05-08,2,5.0842,False,2026-05-28 18:52:28.093221,,True
1077,2024-05-08,2,5.0812,False,2026-05-28 18:52:28.093221,,True
1078,2024-05-08,2,5.0836,False,2026-05-28 18:52:28.093221,,True
1079,2024-05-08,2,5.0881,False,2026-05-28 18:52:28.093221,,True
1080,2024-05-08,3,5.4846,False,2026-05-28 18:52:28.093221,,True
1081,2024-05-08,3,5.465,False,2026-05-28 18:52:28.093221,,True
1082,2024-05-08,3,5.4618,False,2026-05-28 18:52:28.093221,,True
1083,2024-05-08,3,5.4664,False,2026-05-28 18:52:28.093221,,True
1084,2024-05-08,3,5.4712,False,2026-05-28 18:52:28.093221,,True
1085,2024-05-09,1,0.03927,False,2026-05-28 18:52:28.093221,,True
1086,2024-05-09,2,5.1458,False,2026-05-28 18:52:28.093221,,True
1087,2024-05-09,2,5.1696,False,2026-05-28 18:52:28.093221,,True
1088,2024-05-09,2,5.1562,False,2026-05-28 18:52:28.093221,,True
1089,2024-05-09,2,5.1566,False,2026-05-28 18:52:28.093221,,True
1090,2024-05-09,2,5.1571,False,2026-05-28 18:52:28.093221,,True
1091,2024-05-09,3,5.5359,False,2026-05-28 18:52:28.093221,,True
1092,2024-05-09,3,5.5635,False,2026-05-28 18:52:28.093221,,True
1093,2024-05-09,3,5.5558,False,2026-05-28 18:52:28.093221,,True
1094,2024-05-09,3,5.5537,False,2026-05-28 18:52:28.093221,,True
1095,2024-05-09,3,5.5542,False,2026-05-28 18:52:28.093221,,True
1096,2024-05-10,1,0.03927,False,2026-05-28 18:52:28.093221,,True
1097,2024-05-10,2,5.1553,False,2026-05-28 18:52:28.093221,,True
1098,2024-05-10,2,5.1478,False,2026-05-28 18:52:28.093221,,True
1099,2024-05-10,2,5.1458,False,2026-05-28 18:52:28.093221,,True
1100,2024-05-10,2,5.1413,False,2026-05-28 18:52:28.093221,,True
1101,2024-05-10,2,5.1388,False,2026-05-28 18:52:28.093221,,True
1102,2024-05-10,3,5.5523,False,2026-05-28 18:52:28.093221,,True
1103,2024-05-10,3,5.5401,False,2026-05-28 18:52:28.093221,,True
1104,2024-05-10,3,5.542,False,2026-05-28 18:52:28.093221,,True
1105,2024-05-10,3,5.5372,False,2026-05-28 18:52:28.093221,,True
1106,2024-05-10,3,5.5422,False,2026-05-28 18:52:28.093221,,True
1107,2024-05-11,1,0.03927,True,2026-05-28 18:52:28.093221,,True
1108,2024-05-11,2,5.1388,True,2026-05-28 18:52:28.093221,,True
1109,2024-05-11,3,5.5422,True,2026-05-28 18:52:28.093221,,True
1110,2024-05-12,1,0.03927,True,2026-05-28 18:52:28.093221,,True
1111,2024-05-12,2,5.1388,True,2026-05-28 18:52:28.093221,,True
1112,2024-05-12,3,5.5422,True,2026-05-28 18:52:28.093221,,True
1113,2024-05-13,1,0.03927,False,2026-05-28 18:52:28.093221,,True
1114,2024-05-13,2,5.1289,False,2026-05-28 18:52:28.093221,,True
1115,2024-05-13,2,5.1284,False,2026-05-28 18:52:28.093221,,True
1116,2024-05-13,2,5.1467,False,2026-05-28 18:52:28.093221,,True
1117,2024-05-13,2,5.1584,False,2026-05-28 18:52:28.093221,,True
1118,2024-05-13,2,5.1406,False,2026-05-28 18:52:28.093221,,True
1119,2024-05-13,3,5.5372,False,2026-05-28 18:52:28.093221,,True
1120,2024-05-13,3,5.5402,False,2026-05-28 18:52:28.093221,,True
1121,2024-05-13,3,5.5595,False,2026-05-28 18:52:28.093221,,True
1122,2024-05-13,3,5.5675,False,2026-05-28 18:52:28.093221,,True
1123,2024-05-13,3,5.5482,False,2026-05-28 18:52:28.093221,,True
1124,2024-05-14,1,0.03927,False,2026-05-28 18:52:28.093221,,True
1125,2024-05-14,2,5.135,False,2026-05-28 18:52:28.093221,,True
1126,2024-05-14,2,5.1355,False,2026-05-28 18:52:28.093221,,True
1127,2024-05-14,2,5.1326,False,2026-05-28 18:52:28.093221,,True
1128,2024-05-14,2,5.1381,False,2026-05-28 18:52:28.093221,,True
1129,2024-05-14,2,5.1336,False,2026-05-28 18:52:28.093221,,True
1130,2024-05-14,3,5.5535,False,2026-05-28 18:52:28.093221,,True
1131,2024-05-14,3,5.554,False,2026-05-28 18:52:28.093221,,True
1132,2024-05-14,3,5.5519,False,2026-05-28 18:52:28.093221,,True
1133,2024-05-14,3,5.5502,False,2026-05-28 18:52:28.093221,,True
1134,2024-05-14,3,5.5561,False,2026-05-28 18:52:28.093221,,True
1135,2024-05-15,1,0.03927,False,2026-05-28 18:52:28.093221,,True
1136,2024-05-15,2,5.1417,False,2026-05-28 18:52:28.093221,,True
1137,2024-05-15,2,5.1448,False,2026-05-28 18:52:28.093221,,True
1138,2024-05-15,2,5.1606,False,2026-05-28 18:52:28.093221,,True
1139,2024-05-15,2,5.1319,False,2026-05-28 18:52:28.093221,,True
1140,2024-05-15,2,5.1296,False,2026-05-28 18:52:28.093221,,True
1141,2024-05-15,3,5.5829,False,2026-05-28 18:52:28.093221,,True
1142,2024-05-15,3,5.5867,False,2026-05-28 18:52:28.093221,,True
1143,2024-05-15,3,5.591,False,2026-05-28 18:52:28.093221,,True
1144,2024-05-15,3,5.5717,False,2026-05-28 18:52:28.093221,,True
1145,2024-05-15,3,5.5697,False,2026-05-28 18:52:28.093221,,True
1146,2024-05-16,1,0.03927,False,2026-05-28 18:52:28.093221,,True
1147,2024-05-16,2,5.1275,False,2026-05-28 18:52:28.093221,,True
1148,2024-05-16,2,5.128,False,2026-05-28 18:52:28.093221,,True
1149,2024-05-16,2,5.1207,False,2026-05-28 18:52:28.093221,,True
1150,2024-05-16,2,5.1292,False,2026-05-28 18:52:28.093221,,True
1151,2024-05-16,2,5.1264,False,2026-05-28 18:52:28.093221,,True
1152,2024-05-16,3,5.5731,False,2026-05-28 18:52:28.093221,,True
1153,2024-05-16,3,5.5767,False,2026-05-28 18:52:28.093221,,True
1154,2024-05-16,3,5.5611,False,2026-05-28 18:52:28.093221,,True
1155,2024-05-16,3,5.5672,False,2026-05-28 18:52:28.093221,,True
1156,2024-05-16,3,5.575,False,2026-05-28 18:52:28.093221,,True
1157,2024-05-17,1,0.03927,False,2026-05-28 18:52:28.093221,,True
1158,2024-05-17,2,5.1151,False,2026-05-28 18:52:28.093221,,True
1159,2024-05-17,2,5.1116,False,2026-05-28 18:52:28.093221,,True
1160,2024-05-17,2,5.1121,False,2026-05-28 18:52:28.093221,,True
1161,2024-05-17,2,5.1152,False,2026-05-28 18:52:28.093221,,True
1162,2024-05-17,2,5.1213,False,2026-05-28 18:52:28.093221,,True
1163,2024-05-17,3,5.5586,False,2026-05-28 18:52:28.093221,,True
1164,2024-05-17,3,5.5584,False,2026-05-28 18:52:28.093221,,True
1165,2024-05-17,3,5.5553,False,2026-05-28 18:52:28.093221,,True
1166,2024-05-17,3,5.5515,False,2026-05-28 18:52:28.093221,,True
1167,2024-05-17,3,5.553,False,2026-05-28 18:52:28.093221,,True
1168,2024-05-18,1,0.03927,True,2026-05-28 18:52:28.093221,,True
1169,2024-05-18,2,5.1213,True,2026-05-28 18:52:28.093221,,True
1170,2024-05-18,3,5.553,True,2026-05-28 18:52:28.093221,,True
1171,2024-05-19,1,0.03927,True,2026-05-28 18:52:28.093221,,True
1172,2024-05-19,2,5.1213,True,2026-05-28 18:52:28.093221,,True
1173,2024-05-19,3,5.553,True,2026-05-28 18:52:28.093221,,True
1174,2024-05-20,1,0.03927,False,2026-05-28 18:52:28.093221,,True
1175,2024-05-20,2,5.1268,False,2026-05-28 18:52:28.093221,,True
1176,2024-05-20,2,5.1127,False,2026-05-28 18:52:28.093221,,True
1177,2024-05-20,2,5.0943,False,2026-05-28 18:52:28.093221,,True
1178,2024-05-20,2,5.0978,False,2026-05-28 18:52:28.093221,,True
1179,2024-05-20,2,5.1079,False,2026-05-28 18:52:28.093221,,True
1180,2024-05-20,3,5.5657,False,2026-05-28 18:52:28.093221,,True
1181,2024-05-20,3,5.5544,False,2026-05-28 18:52:28.093221,,True
1182,2024-05-20,3,5.5339,False,2026-05-28 18:52:28.093221,,True
1183,2024-05-20,3,5.5362,False,2026-05-28 18:52:28.093221,,True
1184,2024-05-20,3,5.5472,False,2026-05-28 18:52:28.093221,,True
1185,2024-05-21,1,0.03927,False,2026-05-28 18:52:28.093221,,True
1186,2024-05-21,2,5.1031,False,2026-05-28 18:52:28.093221,,True
1187,2024-05-21,2,5.1112,False,2026-05-28 18:52:28.093221,,True
1188,2024-05-21,2,5.1072,False,2026-05-28 18:52:28.093221,,True
1189,2024-05-21,2,5.0935,False,2026-05-28 18:52:28.093221,,True
1190,2024-05-21,2,5.1003,False,2026-05-28 18:52:28.093221,,True
1191,2024-05-21,3,5.5379,False,2026-05-28 18:52:28.093221,,True
1192,2024-05-21,3,5.5467,False,2026-05-28 18:52:28.093221,,True
1193,2024-05-21,3,5.5459,False,2026-05-28 18:52:28.093221,,True
1194,2024-05-21,3,5.5259,False,2026-05-28 18:52:28.093221,,True
1195,2024-05-21,3,5.5364,False,2026-05-28 18:52:28.093221,,True
1196,2024-05-22,1,0.03927,False,2026-05-28 18:52:28.093221,,True
1197,2024-05-22,2,5.1488,False,2026-05-28 18:52:28.093221,,True
1198,2024-05-22,2,5.1498,False,2026-05-28 18:52:28.093221,,True
1199,2024-05-22,2,5.1533,False,2026-05-28 18:52:28.093221,,True
1200,2024-05-22,2,5.1463,False,2026-05-28 18:52:28.093221,,True
1201,2024-05-22,2,5.1496,False,2026-05-28 18:52:28.093221,,True
1202,2024-05-22,3,5.5762,False,2026-05-28 18:52:28.093221,,True
1203,2024-05-22,3,5.5793,False,2026-05-28 18:52:28.093221,,True
1204,2024-05-22,3,5.5815,False,2026-05-28 18:52:28.093221,,True
1205,2024-05-22,3,5.5755,False,2026-05-28 18:52:28.093221,,True
1206,2024-05-22,3,5.5791,False,2026-05-28 18:52:28.093221,,True
1207,2024-05-23,1,0.03927,False,2026-05-28 18:52:28.093221,,True
1208,2024-05-23,2,5.1437,False,2026-05-28 18:52:28.093221,,True
1209,2024-05-23,2,5.149,False,2026-05-28 18:52:28.093221,,True
1210,2024-05-23,2,5.1498,False,2026-05-28 18:52:28.093221,,True
1211,2024-05-23,2,5.1428,False,2026-05-28 18:52:28.093221,,True
1212,2024-05-23,2,5.1332,False,2026-05-28 18:52:28.093221,,True
1213,2024-05-23,3,5.5675,False,2026-05-28 18:52:28.093221,,True
1214,2024-05-23,3,5.5733,False,2026-05-28 18:52:28.093221,,True
1215,2024-05-23,3,5.5736,False,2026-05-28 18:52:28.093221,,True
1216,2024-05-23,3,5.5727,False,2026-05-28 18:52:28.093221,,True
1217,2024-05-23,3,5.57,False,2026-05-28 18:52:28.093221,,True
1218,2024-05-24,1,0.03927,False,2026-05-28 18:52:28.093221,,True
1219,2024-05-24,2,5.1441,False,2026-05-28 18:52:28.093221,,True
1220,2024-05-24,2,5.1544,False,2026-05-28 18:52:28.093221,,True
1221,2024-05-24,2,5.1509,False,2026-05-28 18:52:28.093221,,True
1222,2024-05-24,2,5.1513,False,2026-05-28 18:52:28.093221,,True
1223,2024-05-24,2,5.1502,False,2026-05-28 18:52:28.093221,,True
1224,2024-05-24,3,5.5819,False,2026-05-28 18:52:28.093221,,True
1225,2024-05-24,3,5.5884,False,2026-05-28 18:52:28.093221,,True
1226,2024-05-24,3,5.5856,False,2026-05-28 18:52:28.093221,,True
1227,2024-05-24,3,5.5886,False,2026-05-28 18:52:28.093221,,True
1228,2024-05-24,3,5.5875,False,2026-05-28 18:52:28.093221,,True
1229,2024-05-25,1,0.03927,True,2026-05-28 18:52:28.093221,,True
1230,2024-05-25,2,5.1502,True,2026-05-28 18:52:28.093221,,True
1231,2024-05-25,3,5.5875,True,2026-05-28 18:52:28.093221,,True
1232,2024-05-26,1,0.03927,True,2026-05-28 18:52:28.093221,,True
1233,2024-05-26,2,5.1502,True,2026-05-28 18:52:28.093221,,True
1234,2024-05-26,3,5.5875,True,2026-05-28 18:52:28.093221,,True
1235,2024-05-27,1,0.03927,False,2026-05-28 18:52:28.093221,,True
1236,2024-05-27,2,5.1698,False,2026-05-28 18:52:28.093221,,True
1237,2024-05-27,2,5.1733,False,2026-05-28 18:52:28.093221,,True
1238,2024-05-27,2,5.1781,False,2026-05-28 18:52:28.093221,,True
1239,2024-05-27,2,5.168,False,2026-05-28 18:52:28.093221,,True
1240,2024-05-27,2,5.1597,False,2026-05-28 18:52:28.093221,,True
1241,2024-05-27,3,5.6134,False,2026-05-28 18:52:28.093221,,True
1242,2024-05-27,3,5.6172,False,2026-05-28 18:52:28.093221,,True
1243,2024-05-27,3,5.6213,False,2026-05-28 18:52:28.093221,,True
1244,2024-05-27,3,5.6088,False,2026-05-28 18:52:28.093221,,True
1245,2024-05-27,3,5.5972,False,2026-05-28 18:52:28.093221,,True
1246,2024-05-28,1,0.03927,False,2026-05-28 18:52:28.093221,,True
1247,2024-05-28,2,5.1445,False,2026-05-28 18:52:28.093221,,True
1248,2024-05-28,2,5.1529,False,2026-05-28 18:52:28.093221,,True
1249,2024-05-28,2,5.1614,False,2026-05-28 18:52:28.093221,,True
1250,2024-05-28,2,5.154,False,2026-05-28 18:52:28.093221,,True
